species,chromosome_number
GA_Cenantrum_Astragalus_mongholicus_P102_WH11,8
GA_Cenantrum_Astragalus_przewalskii_P010_WE08,8
GA_Cenantrum_Astragalus_shinanensis_P008_WD10,8
GA_Cenantrum_Astragalus_tongolensis_P010_WB09,8
GA_Cenantrum_Cenanthrum_Astragalus_umbellatus_P112_WD09,8
GA_Cenantrum_GA_Cenantrum_Astragalus_mongholicus_P013_WD12,8
GA_Chlorostachys_Astragalus_atropilosulus_P006_WH04,8
GA_Chlorostachys_Astragalus_chlorostachys_P071_WH05,8
GA_Chronopus_Astragalus_dactylocarpus_P008_WG02,8
GA_Chronopus_Astragalus_dactylocarpus_P066_WE05,8
GA_Chronopus_Astragalus_gombo_P014_WB09,8
GA_Chronopus_Astragalus_sieberi_P073_WF01,8
GA_Chronopus_Astragalus_trigonus_P014_WB12,8
GA_Coluteocarpus_Astragalus_coluteocarpus_P013_WH08,8
GA_Coluteocarpus_Astragalus_hoantchy_P072_WB07,8
GA_Eremophysa_Astragalus_kahiricus_P074_WA02,8
GA_Eremophysa_Astragalus_maximowiczii_P001_WF05,8
GA_Erionotus_Astragalus_citrinus_P013_WD04,8
GA_Erionotus_Astragalus_lanuginosus_P073_WH09,8
GA_Galegiformes_Astragalus_galegiformis_P075_WH05,8
GA_Galegiformes_Astragalus_graveolens_P010_WG03,8
GA_Galegiformes_Astragalus_kialensis_P010_WD11,8
GA_Galegiformes_Astragalus_stewartii_P007_WF07,8
GA_Hookeriana_Astragalus_acaulis_P010_WA02,8
GA_Lithophilus_Astragalus_munroi_P071_WA09,8
GA_Nuculiella_Astragalus_chinensis_P069_WE06,8
GA_Pseudosesbanella_Astragalus_falconeri_P009_WE04,8
GA_Pseudosesbanella_Astragalus_hoffmeisteri_P064_WA09,8
GA_Scheremeteviana_Astragalus_scheremetevianus_P010_WB07,8
GB_Aulacolobus_Astragalus_guttatus_P073_WA07,8
GB_Brachycarpus_Astragalus_heterodontus_P073_WA08,8
GB_Brachycarpus_Astragalus_mahoschanicus_P008_WD01,8
GB_Brachycarpus_Astragalus_schugnanicus_P007_WF01,8
GB_Dasyphyllium_Astragalus_cretaceus_P077_WA03,8
GB_Dasyphyllium_Astragalus_densifolius_P100_WD05,8
GB_Dasyphyllium_Astragalus_emarginatus_P100_WD04,8
Annulares_GB_Harpilobus_Astragalus_campylorhynchus_P009_WH04,8
GB_Harpilobus_Astragalus_campylorhynchus_P072_WC07,8
GB_Irineae_Astragalus_amherstianus_P013_WD03,8
GB_Melilotopsis_Astragalus_melilotoides_P013_WD01,8
GB_Oroboidei_Astragalus_macropterus_P008_WD06,8
GB_Oroboidei_Astragalus_norvegicus_P071_WD11,8
GB_Oroboidei_Astragalus_sachalinensis_P009_WB01,8
GB_Oroboidei_Astragalus_versicolor_P013_WE04,8
GB_Oroboidei_Komaroviella_Astragalus_alpinus_P066_WA11,8
GB_Oxyglottis_Astragalus_oxyglottis_P071_WD07,8
GB_Oxyglottis_Astragalus_schmalhausenii_P063_WG02,8
GB_Sesamei_Astragalus_asterias_P009_WG09,8
GB_Sesamei_Astragalus_filicaulis_P063_WF08,8
GB_Sesamei_Astragalus_filicaulis_P072_WC05,8
GB_Sesamei_Astragalus_schimperi_P008_WG07,8
GB_Sesamei_Astragalus_sesameus_P014_WD02,8
GB_Sesamei_Astragalus_sesamoides_P063_WE10,8
GB_Sesamei_Astragalus_stella_P011_WC03,8
GB_Sesamei_Astragalus_tribuloides_P010_WC04,8
GC_Glycyphyllos_Glycyphyllos_Astragalus_glycyphylloides_P072_WB04,8
GC_Glycyphyllos_Glycyphyllos_Astragalus_glycyphyllos_P072_WB10,8
GC_Uliginosi_Uliginosi_Astragalus_falcatus_P071_WG05,8
GC_Uliginosi_Astragalus_odoratus_P063_WG05,8
GC_Neo_Uliginosi_Astragalus_peduncularis_P013_WH09,8
GC_Uliginosi_Astragalus_peduncularis_P083_WG12,8
GC_Uliginosi_Astragalus_schelichowii_P009_WE08,8
GC_Uliginosi_Astragalus_uliginosus_P073_WD05,8
GD_Komaroviella_Astragalus_himalayanus_P010_WF02,8
GD_Lotidium_Astragalus_sinicus_P008_WF02,8
GD_Poliothrix_Astragalus_leucocephalus_P010_WG04,8
GF_Ammodendron_Astragalus_ammodendron_P074_WC12,8
GF_Ammodendron_Astragalus_ammodendron_P100_WD01,8
GF_Ammodendron_Astragalus_brachypus_P072_WH10,8
GF_Ammodendron_Astragalus_cognatus_P072_WH05,8
GF_Ammodendron_Astragalus_hyrcanus_P071_WE04,8
GF_Ammodendron_Astragalus_karakugensis_P074_WD02,8
GF_Ammodendron_Astragalus_longipetiolatus_P072_WF11,8
GF_Ammodendron_Astragalus_oldenburgii_P013_WF08,8
GF_Ammodendron_Astragalus_paucijugus_P072_WA08,8
GF_Ammodendron_Astragalus_squarrosus_P013_WC04,8
GF_Ammodendron_Astragalus_turcomanicus_P008_WE10,8
GF_Ammodytes_Astragalus_ammodytes_P074_WA03,8
GF_Ankylotus_Astragalus_stalinskyi_P063_WE11,8
GF_Campylotrichon_Astragalus_campylotrichus_P074_WD09,8
GF_Craccina_Astragalus_arenarius_P009_WG07,8
GF_Craccina_Astragalus_austriacus_P008_WH11,8
GF_Craccina_Astragalus_austriacus_P072_WA04,8
GF_Craccina_Astragalus_discolor_P013_WF06,8
GF_Craccina_Astragalus_miniatus_P075_WG10,8
GF_Craccina_Astragalus_sulcatus_P013_WC10,8
GF_Cycloglottis_Astragalus_contortuplicatus_P072_WD03,8
GF_Dissitiflori_Astragalus_iskanderi_P072_WB03,8
GF_Dissitiflori_Astragalus_platyphyllus_P063_WE09,8
GF_Dissitiflori_Astragalus_subuliformis_P008_WG11,8
GF_Dissitiflori_Astragalus_varius_P009_WC12,8
GF_Dissitiflori_Astragalus_vesicarius_P009_WH09,8
GF_Erioceras_Astragalus_reduncus_P009_WA03,8
GF_Erioceras_Astragalus_triqueter_P008_WG10,8
GF_Heterodontus_Astragalus_dahuricus_P009_WH12,8
GF_Hispiduli_Astragalus_bakaliensis_P064_WB04,8
GF_Hispiduli_Astragalus_hispidulus_P014_WB04,8
GF_Hispiduli_Astragalus_scorpiurus_P007_WF05,8
GF_Hololeuce_Astragalus_hissaricus_P009_WE12,8
GF_Hololeuce_Astragalus_hissaricus_P009_WF01,8
GF_Hololeuce_Astragalus_onobrychioides_P072_WC01,8
GF_Hypoglottidei_Hypoglottidei_Astragalus_agrestis_P028_WE04,8
GF_Hypoglottidei_Astragalus_danicus_P072_WF06,8
GF_Hypoglottidei_Hypoglottidei_Astragalus_glaux_P014_WC05,8
GF_Hypoglottidei_Astragalus_hypoglottis_P071_WE03,8
GF_Hypoglottidei_Astragalus_tibetanus_P111_WG01_P111_WG01,8
GF_Hypsophilus_Astragalus_nivalis_P013_WD06,8
GF_Macrocystis_Astragalus_xanthomeloides_P013_WE08,8
GF_Malacothrix_Astragalus_eriocarpus_P074_WB04,8
GF_Onobrychoidei_Astragalus_aduncus_P114_WD01,8
GF_Onobrychoidei_Astragalus_arguricus_P072_WA07,8
GF_Onobrychoidei_Astragalus_bungeanus_P073_WF02,8
GF_Onobrychoidei_Astragalus_captiosus_P071_WH07,8
GF_Onobrychoidei_Astragalus_hajastanus_P071_WE10,8
GF_Onobrychoidei_Astragalus_shagalensis_P009_WA04,8
GF_Onobrychoidei_Astragalus_teheranicus_P008_WF05,8
GF_Ornithopodium_Astragalus_stevenianus_P009_WA02,8
GF_Platyglottis_Astragalus_camptoceras_P072_WH04,8
GF_Platyglottis_Astragalus_peregrinus_P014_WB11,8
GF_Platyglottis_Astragalus_suberosus_P073_WD10,8
GF_Tapinodes_Astragalus_depressus_P075_WF03,8
GF_Trachycercis_Astragalus_scaberrimus_P013_WC09,8
GG_Adiaspastus_Astragalus_aureus_P071_WH01,8
GG_Adiaspastus_Astragalus_caucasicus_P100_WD10,8
GG_Adiaspastus_Astragalus_sempervirens_P026_WA03,8
GG_Anthylloidei_Astragalus_submitis_P010_WC03,8
GG_Platonychium_Astragalus_gummifer_P100_WD11,8
GG_Platonychium_Astragalus_microcephalus_P064_WA05,8
GG_Poterion_Astragalus_fasciculifolius_P074_WH03,8
GG_Poterion_Astragalus_spinosus_P009_WH06,8
GG_Rhacophorus_Astragalus_creticus_P073_WF04,8
GG_Rhacophorus_Astragalus_granatensis_P100_WC12,8
GG_Rhacophorus_Astragalus_plumosus_P009_WH03,8
GG_Tragacantha_Astragalus_angustifolius_P077_WA01,8
GH_Incani_Astragalus_brachycarpus_P075_WA03,8
GH_Incani_Astragalus_cottonianus_P008_WD07,8
GH_Incani_Astragalus_cyri_P072_WF01,8
GH_Incani_Astragalus_frickii_P075_WH04,8
GH_Incani_Astragalus_kazbeki_P071_WE06,8
GH_Incani_Astragalus_monspessulanus_P072_WA06,8
GH_Laguropsis_Astragalus_calycinus_P074_WH08,8
GH_Laguropsis_Astragalus_ellipsoideus_P073_WB03,8
GH_Laguropsis_Astragalus_follicularis_P073_WF07,8
GH_Laguropsis_Astragalus_lupulinus_P009_WF05,8
GH_Laguropsis_Astragalus_schrenkianus_P013_WC06,8
Hedysarum_boreale_P027_WG07,8
Leptocarpi_Astragalus_arizonicus_P067_WG04,8
Onobrychis_conferta_P030_WG06,8
Oroboidei_Astragalus_eucosmus_P074_WD06,8
GF_Epiglottis_Astragalus_epiglottis_P014_WD04,8
Oxytropis_besseyi,8
Oxytropis_deflexa,8
Oxytropis_eriocarpa,8
Oxytropis_exserta,8
Oxytropis_hirta,8
Oxytropis_lapponica,8
Oxytropis_mertensiana,8
Oxytropis_michelsonii,8
Oxytropis_microphylla,8
Oxytropis_neglecta,8
Oxytropis_nigrescens,8
Oxytropis_oxyphylloides,8
Oxytropis_parryi,8
Oxytropis_pilosa,8
Oxytropis_riparia,8
Oxytropis_savellanica,8
Oxytropis_splendens,8
Oxytropis_squammulosa,8
Oxytropis_strobilacea,8
Oxytropis_tianschanica,8
Oxytropis_viscida,8
Phylollobium_tribulifolium_P117_WC12,8
Podlechiella_vogelii_P014_WC12,8
S.Am._Astragalus_berteri_P065_WH05,8
Smirnowia_turkestana_P103_WF11,8
Sphaerophysa_salsula_P023_WG07,8
Swainsona_formosa_P010_WG10,8
Uliginosi_Astragalus_canadensis_P028_WA06,8
Wisteria_sinensis_P077_WG05,8
Albuli_Astragalus_albulus_P068_WB07,11
Argophylii_Astragalus_amphioxys_P068_WD03,11
Argophylii_Astragalus_chamaeleuce_P065_WB03,11
Argophylii_Astragalus_cyaneus_P072_WF08,11
Argophylii_Astragalus_holmgreniorum_P073_WG12,11
Argophylii_Astragalus_inflexus_P073_WH03,11
Argophylii_Astragalus_missouriensis_P024_WC03,11
Argophylii_Astragalus_neomexicanus_P111_WG12,11
Argophylii_Astragalus_purshii_P010_WB11,11
Argophylii_Astragalus_tephrodes_P029_WA11,11
Argophylii_Astragalus_waterfallii_P008_WB05,11
Astragalus_brandegei_P070_WA11,11
Astragalus_edmondstonei_P040_WB04,11
Bisulcati_Astragalus_racemosus_P029_WB09,11
Cusickiani_Astragalus_filipes_P029_WA05,11
Densifolii_Astragalus_nuttallii_P065_WC09,11
Densifolii_Astragalus_oxyphysus_P026_WA11,11
Neo_Diphysi_Astragalus_lentiginosus_P026_WB01,11
Diphysi_Astragalus_lentiginosus_P028_WG02,11
Drummondiani_Astragalus_drummondii_P028_WF04,11
Genistoidei_Astragalus_miser_P065_WB09,11
Gigantei_Astragalus_giganteus_P018_WG05,11
Gynophoraria_Astragalus_nutzotinensis_P065_WC06,11
Hesperonix_Astragalus_bolanderi_P069_WD04,11
Humillimi_Astragalus_gilensis_P072_WG04,11
Humillimi_Astragalus_humillimus_P114_WD06,11
Humillimi_Astragalus_siliceus_P008_WH05,11
Humillimi_Astragalus_wittmannii_P010_WA09,11
Inflati_Astragalus_allochrous_P026_WB07,11
Inflati_Astragalus_douglasii_P025_WH12,11
Inflati_Astragalus_fastidius_P019_WC12,11
Inflati_Astragalus_idrietorum_P019_WF06,11
Inflati_Astragalus_insularis_P019_WF07,11
Inflati_Astragalus_magdalenae_P019_WB05,11
Inflati_Astragalus_nutans_P112_WA02,11
Inflati_Astragalus_oocarpus_P077_WF07,11
Inflati_Astragalus_prorifer_P026_WA09,11
Inflati_Astragalus_thurberi_P026_WE01,11
Inflati_Astragalus_wootonii_P026_WD10,11
Leptocarpi_Astragalus_breweri_P067_WE10,11
Leptocarpi_Astragalus_clarianus_P074_WC07,11
Leptocarpi_Astragalus_rattanii_P009_WD10,11
Leptocarpi_Astragalus_tener_P007_WH01,11
Neo_Lonchocarpi_Astragalus_episcopus_P065_WG07,11
Lonchocarpi_Astragalus_episcopus_P074_WD03,11
Lonchocarpi_Astragalus_lonchocarpus_P069_WH05,11
Malaci_Astragalus_cibarius_P072_WD07,11
Megacarpi_Astragalus_beckwithii_P069_WC11,11
Microlobium_Astragalus_gambelianus_P072_WG06,11
Miselli_Astragalus_straturensis_P009_WC10,11
Monoenses_Astragalus_monoensis_P065_WC07,11
Neglecti_Astragalus_neglectus_P065_WB08,11
Nudi_Astragalus_serenoi_P010_WA08,11
Pachypodes_Astragalus_pachypus_P066_WF08,11
Pectinati_Astragalus_pectinatus_P028_WF08,11
Podosclerocarpi_Astragalus_sinuatus_P009_WD02,11
Podosclerocarpi_Astragalus_speirocarpus_P009_WE09,11
Reventi-arrecti_Astragalus_atropubescens_P065_WE10,11
Reventi-arrecti_Astragalus_eremiticus_P029_WA06,11
S.Am._Astragalus_bellus_P026_WB12,11
S.Am._Astragalus_curvicaulis_P066_WG10,11
S.Am._Astragalus_darumbium_P040_WC01,11
S.Am._Astragalus_limariensis_P006_WG07,11
S.Am._Astragalus_paposanus_P046_WA06,11
S.Am._Astragalus_peruvianus_P074_WC05,11
S.Am._Inflati_Astragalus_gruinus_P026_WA07,11
Sarcocarpi_Astragalus_crassicarpus_P028_WA05,11
Scaposi_Astragalus_calycosus_P074_WG07,11
Scytocarpi_Astragalus_flexuosus_P072_WB08,11
Scytocarpi_Astragalus_fucatus_P072_WH02,11
Scytocarpi_Astragalus_hallii_P073_WA02,11
Scytocarpi_Astragalus_proximus_P074_WD05,11
Scytocarpi_Astragalus_puniceus_P073_WB01,11
Scytocarpi_Astragalus_wingatanus_P007_WG06,11
Scytocarpi_Uliginosi_Astragalus_castetteri_P069_WF02,11
Strigulosi_Astragalus_altus_P076_WA12,11
Strigulosi_Astragalus_cobrensis_P072_WD05,11
Strigulosi_Astragalus_egglestonii_P075_WE10,11
Strigulosi_Astragalus_longissimus_P026_WC04,11
Strigulosi_Astragalus_recurvus_P009_WD08,11
Strigulosi_Astragalus_rusbyi_P010_WB01,11
Tiopsidei_Astragalus_scopulorum_P009_WB09,11
Trichopodi_Astragalus_asymmetricus_P111_WH11,11
Trichopodi_Astragalus_trichopodus_P026_WD12,11
Astragalus_corrugatus_P014_WD12,12
Bisulcati_Astragalus_bisulcatus_P028_WA04,12
Chaetodontes_Astragalus_andersonii_P065_WA07,12
Collini_Astragalus_collinus_P073_WB09,12
Conjuncti_Astragalus_conjunctus_P073_WB07,12
Drabellae_Astragalus_spatulatus_P009_WE11,12
Humistrati_Astragalus_chuskanus_P065_WH12,12
Humistrati_Astragalus_humistratus_P073_WG09,12
Inflati_Astragalus_sabulonum_P026_WD03,12
Leptocarpi_Astragalus_emoryanus_P018_WG06,12
Leptocarpi_Astragalus_mohavensis_P065_WB10,12
Leptocarpi_Astragalus_nuttallianus_P026_WB01,12
Neo_Leptocarpi_Astragalus_pauperculus_P067_WH05,12
Microlobium_Astragalus_didymocarpus_P071_WE12,12
Miselli_Astragalus_arthurii_P069_WE02,12
Oocalyces_Astragalus_oocalycis_P065_WG03,12
Oxytropis_yunnanensis,12
Platytropides_Astragalus_amnis-amissi_P069_WD01,12
Polares_Astragalus_polaris_P063_WE12,12
Preussiani_Astragalus_crotalariae_P028_WE10,12
Preussiani_Astragalus_praelongus_P073_WE05,12
Reventi-arrecti_Astragalus_sheldonii_P008_WH08,12
S.Am._Astragalus_arequipensis_P045_WH10,12
S.Am._Astragalus_burkartii_P066_WA02,12
Sarcocarpi_Astragalus_gypsodes_P073_WA04,12
Succumbentes_Astragalus_succumbens_P009_WE04,12
GF_Malacothrix_Astragalus_eriopodus_P071_WD12,13
Leptocarpi_Astragalus_leptocarpus_P027_WE07,13
Leptocarpi_Astragalus_nyensis_P066_WF12,13
Lotiflori_Astragalus_lotiflorus_P066_WD08,13
Miselli_Astragalus_congdonii_P073_WB06,13
Preussiani_Astragalus_sabulosus_P009_WD12,13
Pruniformes_Astragalus_accidens_P026_WA11,13
S.Am._Astragalus_amatus_P045_WH05,13
S.Am._Astragalus_arnottianus_P067_WF04,13
S.Am._Astragalus_bergii_P076_WB02,13
S.Am._Astragalus_garbancillo_P019_WC11,13
S.Am._Astragalus_micranthellus_P046_WA05,13
S.Am._Astragalus_minimus_P065_WA03,13
S.Am._Astragalus_palenae_P065_WB05,13
S.Am._Astragalus_tarijensis_P009_WC04,13
S.Am._Astragalus_vesiculosus_P074_WA04,13
Ervoidei_Astragalus_vexilliflexus_P028_WA07,14
GB_Harpilobus_Astragalus_mareoticus_P074_WE12,14
GC_Bucerates_Astragalus_edulis_P075_WH09,14
Hypoleuci_Astragalus_hypoleucus_P026_WB10,14
Inflati_Astragalus_diaphanus_P072_WC02,14
Leptocarpi_Astragalus_nothoxys_P026_WB02,14
Micranthi_Astragalus_hartwegii_P025_WH11,14
Micranthi_Astragalus_vaccarum_P026_WD11,14
S.Am._Astragalus_cruckshanksii_P006_WH02,14
S.Am._Astragalus_geminiflorus_P065_WG01,14
S.Am._Astragalus_illinii_P065_WF04,14
S.Am._Astragalus_neuquenensis_P072_WB05,14
Diphaci_Astragalus_diphacus_P065_WF01,15
GC_Cyamodes_Astragalus_boeticus_P014_WE01,15
Leptocarpi_Astragalus_parvus_P026_WC03,15
Micranthi_Astragalus_goldmanii_P026_WA05,15
Strigulosi_Astragalus_guatemalensis_P026_WB05,15
Clianthus_puniceus_P014_WD03,16
GA_Pendulina_Astragalus_austrosibiricus_P010_WC11,16
GB_Hemiphragmium_Hemiphragmium_Astragalus_australis_P069_WH11,16
GB_Hemiphragmium_Astragalus_tugarinovii_P008_WE12,16
GB_Oroboidei_Astragalus_olchonensis_P063_WE07,16
GC_Bucerates_Astragalus_solandri_P011_WC02,16
GD_Komaroviella_Astragalus_mattam_P008_WC12,16
GD_Komaroviella_Oroboidei_Astragalus_robbinsii_P009_WB11,16
GD_Poliothrix_Astragalus_strictus_P010_WC02,16
GD_Poliothrix_Astragalus_sungpanensis_P013_WF01,16
GF_Cystium_Astragalus_kurdaicus_P114_WD08,16
GF_Dissitiflori_Astragalus_zingeri_P074_WC10,16
GF_Hololeuce_Astragalus_incertus_P075_WH07,16
GF_Malacothrix_Astragalus_anserinaefolius_P072_WC11,16
GF_Onobrychoidei_Astragalus_cancellatus_P073_WH10,16
GF_Onobrychoidei_Astragalus_leontinus_P006_WE09,16
GF_Onobrychoidei_Astragalus_pseudoadsurgens_P013_WE05,16
GF_Onobrychoidei_Astragalus_roemeri_P009_WA01,16
GF_Onobrychoidei_Astragalus_sevangensis_P009_WA05,16
GG_Platonychium_Astragalus_denudatus_P076_WF01,16
GH_Incani_Astragalus_robustus_P009_WA11,16
GH_Laguropsis_Astragalus_laguroides_P009_WE11,16
Oxytropis_adamsiana,16
Oxytropis_campanulata,16
Oxytropis_czukotica,16
Oxytropis_grandiflora,16
Oxytropis_jordalii,16
Oxytropis_scammaniana,16
Polares_Astragalus_bodinii_P066_WB07,16
GF_Onobrychoidei_Astragalus_goktschaicus_P071_WF05,20
GC_Bucerates_Astragalus_hamosus_P014_WC09,22
Layneani_Astragalus_layneae_P065_WC11,22
Pectinati_Astragalus_grayi_P072_WH06,22
Scytocarpi_Astragalus_pictiformis_P071_WD04,22
GF_Dissitiflori_Astragalus_asper_P072_WA05,24
GF_Dissitiflori_Astragalus_cornutus_P074_WC01,24
GG_Hymenostegis_Astragalus_lagopoides_P066_WC05,24
Oxytropis_campestris,24
Oxytropis_koyukukensis,24
Oxytropis_lambertii,24
Oxytropis_sericea,24
GF_Onobrychoidei_Astragalus_kadschorensis_P071_WE05,28
GA_Galegiformes_Astragalus_stipulatus_P010_WG01,32
GB_Hemiphragmium_Astragalus_kolymensis_P114_WC12,32
GF_Dissitiflori_Astragalus_peterfii_P073_WH06,32
GF_Dissitiflori_Astragalus_tephrolobus_P073_WD04,32
GF_Hypoglottidei_Hypoglottidei_Astragalus_cicer_P072_WD06,32
GF_Onobrychoidei_Astragalus_onobrychis_P071_WD10,32
GG_Platonychium_Astragalus_verus_P075_WE02,32
GG_Platonychium_Astragalus_verus_P083_WG07,32
GG_Platonychium_Astragalus_verus_P100_WB02,32
GG_Platonychium_Astragalus_verus_P100_WB04,32
GG_Platonychium_Astragalus_verus_P100_WD08,32
GG_Platonychium_Astragalus_verus_P103_WC05,32
Oxytropis_ochotensis,32
Oxytropis_kobukensis,40
GF_Dissitiflori_Astragalus_brachylobus_P075_WA01,45
Oxytropis_arctica,48
Oxytropis_maydelliana,48
